aluguel,condominio,iptu,fotos,endereco,description,description_len,features,url
R$ 1.200/mês,R$ 700,,,"Rua Doutor Alípio dos Santos, 14 - Jardim Panorama, Bauru - SP","Localizado próximo a praça da Paz, Uninove, USC, USP e Centrinho o imóvel oferece:
• Fechadura eletrônica com abertura por cartão magnético
• Mobiliado: sofá, armário embutido, cama box (casal ou solteiro), sala com cozinha americana, mesa e cadeira de trabalho
• Cofre eletrônico
• Geladeira
• Micro-ondas
• Coocktop
• Ar condicionado do tipo split
• 1 banheiro com box de vidro
• Água quente (aquecimento a gás)
• Internet wifi
• TV LCD 32”
• TV a cabo
• Interfone
• Varanda
• Vaga de garagem para um carro

Serviços disponíveis no condomínio:
• Portaria 24h
• Academia
• Piscina
• Elevador
• Lavanderia
• Restaurante Bonjardim",87,"['45m²', '1 quarto', '1 banheiro', '1 vaga', 'Lavanderia', 'Conexão à internet', 'Piscina', 'TV a cabo', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-45m2-aluguel-RS1200-id-2498052106/
R$ 1.440/mês,R$ 360,R$ 31,,"Rua Aviador Gomes Ribeiro - Vila Cardia, Bauru - SP","APARTAMENTO MOBILIADO, sendo 1 suíte, Sala com 2 ambientes, Cozinha e Lavandeira. Uma vaga de Garagem.",16,"['46m²', '1 quarto', '1 banheiro', '1 vaga', 'Mobiliado', 'Cozinha americana']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cardia-bairros-bauru-com-garagem-46m2-aluguel-RS1440-id-2519898419/
R$ 660/mês,R$ 360,R$ 31,,"Rua Aviador Gomes Ribeiro - Vila Cardia, Bauru - SP","Amplo apartamento de 1 dormitório, com armários na cozinha, quarto e banheiro. Uma vaga de garagem. INCLUSO NO VALOR DO CONDOMÍNIO ÁGUA E GÁS. Excelente localização.",26,"['46m²', '1 quarto', '1 banheiro', '1 vaga', 'Cozinha americana']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cardia-bairros-bauru-com-garagem-46m2-aluguel-RS660-id-2474014893/
R$ 1.500/mês,R$ 283,,,"Residencial Parque Granja Cecilia B, Bauru - SP","Lindo apartamento 2 dormitórios sendo 1 suíte, completo em armários, banheiro social, cozinha planejada, sala dois ambientes, painel para TV, área de serviços.
Área de lazer do Condomínio: Academia / Sauna / Pet Care / Beauty Care / Salão de Festa / Espaço Gourmet / Churrasqueira / Quadra / Pub / Sala de Games / Brinquedoteca / Bicicletário",57,"['56m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Varanda', 'Garagem', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-parque-granja-cecilia-b-bairros-bauru-com-garagem-56m2-aluguel-RS1500-id-2516776251/
R$ 2.300/mês,R$ 620,,,"Rua Augusta Karg, 2-75 - Vila Aviação, Bauru - SP","Ótima localização próximo a av Getúlio Vargas, Padaria, farmácia, mercado, restaurantes, praça em frente e muito mais. Venha conhecer!!

Apartamento padrão em Bauru

• Referência: 428983
• Nome do empreendimento: Saint Tropez
• Caracteristicas do imóvel: Academia, Brinquedoteca, Churrasqueira, Forno de pizza, Piscina adulto, Piscina infantil, Playground, Salão de festas, Espaço Gourmet, Sistema contra incêndio, Acesso 24 horas, Área para carga e descarga, Vagas demarcadas, Portaria 24H, Portão eletrônico, Circuito interno de TV, Cancela dupla pedestre, Elevador social, Elevador de serviço, Hall Social, Medidor individual de gás
• Quartos: 3
• Suites: 1
• Banheiros: 2
• Vagas de garagem: 2
• Área útil: 84
• Área total: 84
• Imóvel vago: Sim
• Valor do condomínio: R$ 620
• Valor do IPTU: R$ 198
• Estado do imóvel:
• Ano de entrega: 0
• Anunciante: Imobi3 Negócios Imobiliários Ltda

Enviado pelo SIMBO CRM em",128,"['84m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Playground', 'Circuito de segurança', 'Espaço gourmet', 'Salão de festas', 'Piscina']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-84m2-aluguel-RS2300-id-2524115487/
R$ 4.000/mês,R$ 560,,,"Vila Aviação, Bauru - SP","Apartamento com 03 suítes
Completo em armários super bem planejados
Ar condicionado nos 03 dormitórios e na sala
Area Gourmet
02 vagas de garagem
Em um dos melhores condomínios de Bauru.

Vamos conhecer?",27,"['120m²', '3 quartos', '5 banheiros\n3 suítes', '2 vagas', 'Quadra de squash', 'Playground', 'Quadra de tênis', 'Sala de massagem', 'Segurança 24h']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-120m2-aluguel-RS4000-id-2521681786/
R$ 2.000/mês,R$ 250,,,"Avenida Affonso José Aiello - Vila Aviação, Bauru - SP","Apartamento mobiliado com marcenaria completa e planejada para maior experiência de moradia!
Dos itens dispostos nas fotos, somente a TV e a máquina de lavar que não ficarão no imóvel.

Colocamos fotos da vista que você terá da varanda, você viu?? Maravilhosa né?! Vamos conhecer?

40m² totalmente pensado para você, que procura um lugar agradável, com boa localização!! Áreas comuns totalmente equipadas. Ambientes inteligentes que potencializam a versatilidade de uso e promovem o compartilhamento.

Lobby | Sala de Entregas |Bike Sharing | Academia | Salão Multiuso | Cozinha Gourmet | Piscina | Lavanderia Coletiva.

**taxa de seguro incêndio: R$ 129,18
** taxa de mudança: R$ 116
**IPTU ( parcelado)",102,"['40m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Lavanderia', 'Espaço verde / Parque', 'Circuito de segurança', 'Conexão à internet', 'Espaço gourmet']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-aviacao-bairros-bauru-com-garagem-40m2-aluguel-RS2000-id-2489041806/
R$ 1.500/mês,,R$ 50,,"Jardim Nova Esperança, Bauru - SP","Excelente imóvel, localizado em rua de movimentação, sendo uma casa com ponto comercial, com 2 dorm, sala, cozinha, banheiro, garagem para 3 carros, salão amplo, com dois quartinhos, sem prateleiras o salão estará desocupado, sem móveis.
Venha conferir essa oportunidade -",40,"['150m²', '2 quartos', '1 banheiro', '3 vagas', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-nova-esperanca-bairros-bauru-com-garagem-150m2-aluguel-RS1500-id-2516980805/
R$ 1.100/mês,R$ 500,R$ 92,,"Jardim Infante Dom Henrique, Bauru - SP","2 dormitorios, sala/copa, cozinha, area de servico, wc, tudo com armario,uma vaga de garagem",14,"['20m²', '2 quartos', '1 banheiro', '1 vaga', 'Conexão à internet', 'Interfone', 'Salão de festas', 'TV a cabo', 'Vigia']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-20m2-aluguel-RS1100-id-2491090111/
R$ 1.400/mês,R$ 180,,,"Vila Noemy, Bauru - SP","Excelente Apartamento com 1 dormitório, wc social, sala com ventilador, sacada, cozinha, área de serviço, completo em armários, geladeira, fogão, microondas, máquina de lavar, sofá, tv, cama, ar condicionado (dormitório) e 1 vaga de garagem (descoberta)!
Localização Privilegiada / Fácil acesso ao centro!",42,"['40m²', '1 quarto', '1 banheiro', '1 vaga', 'Ar-condicionado', 'Varanda', 'Mobiliado', 'Interfone', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-noemy-bairros-bauru-com-garagem-40m2-aluguel-RS1400-id-2525582987/
R$ 4.500/mês,R$ 520,,,"Vila Aviação, Bauru - SP",,0,"['125m²', '3 quartos', '5 banheiros\n3 suítes', '3 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-125m2-aluguel-RS4500-id-2522768538/
R$ 1.850/mês,,R$ 102,,"Jardim Estoril II, Bauru - SP","EXCECENTE APARTAMENTO EM REGIÃO NOBRE DA CIDADE
1850,00 INCLUSO ALUGUEL E CONDOMÍNIO

REPLETO EM ARMÁRIOS
SALA PARA 2 AMBIENTES COM SACADA
COZINHA ESPAÇOSA
LAVANDERIA
03 DORMITÓRIOS, SENDO 1 SUÍTE
WC SOCIAL
PISO FRIO
02 VAGAS DE GARAGEM (SUBSOLO)

CONDOMÍNIO OFERECE: PORTARIA 24 HORAS, PISCINA, SALÃO DE FESTAS, CHURRASQUEIRA.

PRÓXIMO A COLÉGIOS, SUPERMERCADOS, FARMÁCIAS E RESTAURANTES.
VAMOS CONHECER? AGENDE SUA VISITA HOJE MESMO!!",50,"['90m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Garagem', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-estoril-ii-bairros-bauru-com-garagem-90m2-aluguel-RS1850-id-2519538125/
R$ 1.900/mês,R$ 404,,,"Rua Henrique Savi, 362 - Vila Nova Cidade Universitaria, Bauru - SP","O apartamento está localizado no bairro Vila Nova Cidade Universitária tem 60 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros
Possui academia, espaço gourmet, parquinho infantil, espaço para festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.
Encontra-se na privacidade de um condomínio fechado.
Elevador para mais praticidade no dia-a-dia.",67,"['60m²', '2 quartos', '2 banheiros\n2 suítes', '2 vagas', 'Playground', 'Circuito de segurança', 'Salão de jogos', 'Interfone', 'Espaço gourmet']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-60m2-aluguel-RS1900-id-2511379226/
R$ 1.550/mês,R$ 440,,,"Jardim Infante Dom Henrique, Bauru - SP","Mirante do Sol Residencial Edifício Horizonte, 2 dormitórios

Apto. 6 andar

2 dormitórios, sala com varanda, cozinha, 1 banheiro

Área = 52,00 m²

mobiliado, ventiladores de teto na sala e dormitórios, luminárias de LED, inclui TV 32 polegadas LED
1 vaga de garagem

Valor de locação = $ 1.550,00

Taxa de condomínio de $ 440,01
+IPTU (sob consulta)!! -",51,"['52m²', '2 quartos', '1 banheiro', '1 vaga', 'Varanda', 'Piscina', 'Churrasqueira', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-52m2-aluguel-RS1550-id-2521103118/
R$ 1.700/mês,R$ 380,,,"Rua Alaska, 2702 - Jardim Solange, Bauru - SP","O apartamento está localizado no bairro Jardim Solange com 71 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui área de fitness, espaço gourmet, playground, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Fica em um condomínio fechado.",55,"['71m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Playground', 'Espaço gourmet', 'Salão de festas', 'Condomínio fechado', 'Piscina']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-solange-bairros-bauru-com-garagem-71m2-aluguel-RS1700-id-2524977188/
R$ 2.600/mês,,R$ 1.500,,"Rua Aviador Gomes Ribeiro - Parque Paulistano, Bauru - SP","3 DORMITÓRIOS / 1 SUÍTE, COMPLETA EM ARMÁRIOS EMBUTIDOS, ÓTIMA EDÍCULA COM CHURRASQUEIRA COM BALCÃO PRÓPRIO, SALAS, PEQUENO ESCRITÓRIO, QUARTO DA EDÍCULA BEM GRANDE, LAVANDERIA COM WC, EXCELENTE LOCAL, PLANO, PRÓXIMO DO MERCADO TAUSTE, SUPERBOM, ESCOLAS, E DO COMÉRCIO EM GERAL.
CORRETOR SÉRGIO CALADO: 14.99772.3114",44,"['230m²', '3 quartos', '3 banheiros\n1 suíte', '4 vagas', 'Aceita animais']",https://www.vivareal.com.br/imovel/casa-3-quartos-parque-paulistano-bairros-bauru-com-garagem-230m2-aluguel-RS2600-id-2517062890/
R$ 3.600/mês,R$ 622,,,"Avenida Affonso José Aiello, 1078 - Vila Aviação, Bauru - SP","O apartamento no bairro Vila Aviação tem 120 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros
Possui área de fitness, espaço gourmet, espaço jardinado, parquinho infantil.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Encontra-se na privacidade de um condomínio fechado.",71,"['120m²', '3 quartos', '5 banheiros\n3 suítes', '2 vagas', 'Quadra de squash', 'Playground', 'Spa', 'Quadra poliesportiva', 'Espaço gourmet']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-120m2-aluguel-RS3600-id-2525136412/
R$ 780/mês,,R$ 500,,"Jardim Bela Vista, Bauru - SP","APTO NO CHÃO-1 DORMITÓRIO COM GARAGEM, NA BELA VISTA, PRÓXIMO À TV TEM.
CORRETOR SÉRGIO CALADO: 14.99772.3114",16,"['55m²', '1 quarto', '1 banheiro', '1 vaga', 'Aceita animais']",https://www.vivareal.com.br/imovel/casa-1-quartos-jardim-bela-vista-bairros-bauru-com-garagem-55m2-aluguel-RS780-id-2516212074/
R$ 1.800/mês,,R$ 121,,"Rua Santo Antônio - Vila São João da Boa Vista, Bauru - SP",,0,"['245m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/casa-3-quartos-vila-sao-joao-da-boa-vista-bairros-bauru-com-garagem-245m2-aluguel-RS1800-id-2525675443/
R$ 1.100/mês,R$ 800,,,"Centro, Bauru - SP",,0,"['165m²', '3 quartos', '2 banheiros\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-bauru-com-garagem-165m2-aluguel-RS1100-id-2516636444/
R$ 4.000/mês,Não informado,,,"Centro, Bauru - SP",https://www.fattoimoveisbauru.com.br/,1,"['336m²', '5 quartos', '3 banheiros\n1 suíte', '4 vagas', 'Escritório', 'Interfone', 'Garagem', 'Churrasqueira', 'Quintal']",https://www.vivareal.com.br/imovel/casa-5-quartos-centro-bairros-bauru-com-garagem-336m2-aluguel-RS4000-id-2518112503/
R$ 750/mês,R$ 252,R$ 46,,"Parque Paulistano, Bauru - SP","Apto Térreo no Spazzio Brescia
Super conservado
2 quartos
Com armários na Cozinha, banheiro e nos quartos
Localização excelente!! -",16,"['47m²', '2 quartos', '1 banheiro', '1 vaga', 'Churrasqueira', 'Cozinha', 'Interfone']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-paulistano-bairros-bauru-com-garagem-47m2-aluguel-RS750-id-2523371640/
R$ 550/mês,R$ 195,R$ 50,,"Rua Engenheiro Saint Martin, 12-46 - Centro, Bauru - SP","Apartamento para Locação, Tutae Tazaki no bairro CENTRO, localizado na cidade de Bauru / SP, situado na zona Sul, região Próximo Avenida Rodrigues Alves.

Com 1 dormitório, possui 1 banheiro, 1 vaga de garagem, 1 sala, localizado em condomínio.

Área Total de 50,00 m², Área Privativa de 50,00 m², Área Construída com 50,00 m².

Valor do Imóvel R$ 650,00, IPTU R$ 50,00, Valor do Condomínio R$ 195,00.

Características: Portão Eletrônico.

Cômodos: Área de Serviço, Cozinha.

Proximidades: Bares e Restaurantes, Escola, Farmácia, Supermercado.




- Características: Portão Eletrônico,

- Cômodos: Área de Serviço, Cozinha,

- Proximidades: Bares e Restaurantes, Escola, Farmácia, Supermercado,

Observação: com garagem",93,"['50m²', '1 quarto', '1 banheiro', '1 vaga', 'Garagem', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-bauru-com-garagem-50m2-aluguel-RS550-id-2521854875/
R$ 1.200/mês,R$ 250,R$ 270,,"Rua Francisco Rodrigues Borges, 3 - Vila Maracy, Bauru - SP","Apartamento com uma suíte, completo em armários.
Mobiliado com sofá, tapete, cama de casal, persianas, ventiladores de teto, banquetas, fogão, geladeira e microondas.
CORRETOR VIRGÍLIO- 14 9 9771.7664",26,"['32m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Lavanderia', 'Condomínio fechado', 'Churrasqueira', 'Elevador', 'Mobiliado']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-maracy-bairros-bauru-com-garagem-32m2-aluguel-RS1200-id-2514942471/
R$ 2.700/mês,R$ 515,,,"Avenida Affonso José Aiello - Vila Aviação, Bauru - SP","O apartamento está localizado no bairro Vila Aviação tem 96 metros quadrados com 2 quartos sendo 1 suite e 3 banheiros
Possui academia, espaço gourmet, jardim, área de brinquedo para as crianças, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Está em um condomínio protegido por grades.",69,"['96m²', '2 quartos', '3 banheiros\n1 suíte', '2 vagas', 'Quadra de squash', 'Playground', 'Spa', 'Quadra poliesportiva', 'Espaço gourmet']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-aviacao-bairros-bauru-com-garagem-96m2-aluguel-RS2700-id-2521593887/
R$ 2.600/mês,R$ 835,R$ 210,,"Jardim Estoril IV, Bauru - SP","Com uma localização maravilhosa, num Bairro comercial e residencial muito bom, com escolas, bancos, supermercado, comércios em geral, entre 3 grandes avenidas.
Este apartamento de 3 suites, sala 3 ambientes com sacada, cozinha com copa, 2 vagas de garagem e depósito. completo em armários.
Portaria 24 horas, lazer completo com piscina, infantil e adulto com raia e aquecida, salão de festas, salão de jogos, espaço gourmet, churrasqueiras, playground, academia, -",68,"['134m²', '3 quartos', '4 banheiros\n3 suítes', '2 vagas', 'Escritório', 'Interfone', 'Varanda', 'Piscina', 'Churrasqueira']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-estoril-iv-bairros-bauru-com-garagem-134m2-aluguel-RS2600-id-2476455208/
R$ 800/mês,R$ 570,,,"Vila Santa Tereza, Bauru - SP",,0,"['75m²', '2 quartos', '2 banheiros', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santa-tereza-bairros-bauru-com-garagem-75m2-aluguel-RS800-id-2522351898/
R$ 1.300/mês,R$ 540,R$ 100,,"Rua Doutor Servio Túlio Carrijo Coube - Vila Cidade Universitária, Bauru - SP","Apartamento para Locação com Varanda, Cidade Bauru, Edifício Condomínio Trianon, 80 M 2, Varanda na Sala, 3 Dormitórios, 2 Vagas de Garagem Cobertas, Condomínio com Piscina, Salão de Jogos, Playground, Salão de Festas e muito Mais. Próximo a Vila Cidade Universitária. Rua Rua Doutor Servio Túlio Carrijo Coube.
R Doutor Servio Túlio Carrijo Coube, 3033 - Jardim Infante-Dom Henrique - Bauru, SP - CEP: 17012-632.
Perto das Faculdades, USP São Paulo Bauru e FOB Faculdade de odontologia de Bauru, além do Bauru Shopping, Aeroclub de Bauru e loja Havan.
Visitas agendadas por telefone com corretor. -",93,"['80m²', '3 quartos', '2 banheiros', '2 vagas', 'Interfone', 'Varanda', 'Piscina', 'Cozinha', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-80m2-aluguel-RS1300-id-2495669393/
R$ 1.100/mês,R$ 300,,,"Centro, Bauru - SP",,0,"['55m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-bauru-com-garagem-55m2-aluguel-RS1100-id-2522350893/
R$ 2.400/mês,Não informado,,,"Chácara das Flores, Bauru - SP",,0,"['100m²', '4 quartos', '2 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/casa-4-quartos-chacara-das-flores-bairros-bauru-com-garagem-100m2-aluguel-RS2400-id-2525231180/
R$ 550/mês,R$ 250,R$ 270,,"Rua Francisco Rodrigues Borges, 3 - Jardim Panorama, Bauru - SP","Aceita estudantes.
Um dormitório completo em armários.
Ao lado da Unisagrado, próximo a Uninove/Nações Unidas.
CORRETOR VIRGÍLIO- 14 9 9771.7664",17,"['32m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Condomínio fechado', 'Churrasqueira', 'Elevador', 'Portão eletrônico', 'Aceita animais']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-32m2-aluguel-RS550-id-2521684151/
R$ 800/mês,R$ 240,,,"Vila Cardia, Bauru - SP",,0,"['55m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-cardia-bairros-bauru-com-garagem-55m2-aluguel-RS800-id-2523280249/
R$ 600/mês,R$ 280,R$ 200,,"Rua Doutor Alípio dos Santos, 5 - Vila Cidade Universitária, Bauru - SP","Pertinho da Av. Nações Unidas.
Um dormitório com armários.
Uma vaga de garagem.
Lavanderia coletiva.
CORRETOR SÉRGIO - 14 9 9772.3114",17,"['31m²', '1 quarto', '1 banheiro', '1 vaga', 'Lavanderia', 'Condomínio fechado', 'Elevador', 'Portão eletrônico', 'Aceita animais']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-31m2-aluguel-RS600-id-2521586081/
R$ 2.200/mês,R$ 400,,,"Vila Leme da Silva, Bauru - SP",,0,"['70m²', '2 quartos', '2 banheiros\n2 suítes', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-leme-da-silva-bairros-bauru-com-garagem-70m2-aluguel-RS2200-id-2523340817/
R$ 1.400/mês,,R$ 1.100,,"Rua Engenheiro Saint Martin, 10 - Centro, Bauru - SP","Casa disponível para locação no centro de Bauru!
O imóvel possui 3 dormitórios, 2 banheiros. 2 vagas de garagem!
Armários embutidos na cozinha e nos banheiros! Imóvel para uso residencial e comercial. Não perca tempo e agende já uma visita para conhecer o imóvel.",42,"['100m²', '3 quartos', '2 banheiros', '2 vagas', 'Área de serviço', 'Ambientes integrados', 'Armário embutido', 'Armário no banheiro', 'Armário na cozinha']",https://www.vivareal.com.br/imovel/casa-3-quartos-centro-bairros-bauru-com-garagem-100m2-aluguel-RS1400-id-2523516728/
R$ 6.900/mês,R$ 440,R$ 3.017,,"Rua Nelly Nassif - Residencial Villaggio III, Bauru - SP","Lindo Sobrado Condomínio VILLAGGIO 3
ÁREA CONSTRUIDA: 330 M²
DESCRIÇÃO DO IMÓVEL: 3 suítes sendo a máster com closet e hidro, escritório, lavabo, home theater, sala ampla, cozinha planejada, área gourmet, área de lazer completa com piscina -",36,"['330m²', '3 quartos', '3 banheiros\n1 suíte', 'Não informado SOLICITAR', 'Lavanderia', 'Condomínio fechado', 'Piscina', 'Quintal', 'Cozinha']",https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-residencial-villaggio-iii-bairros-bauru-330m2-aluguel-RS6900-id-2520743398/
R$ 4.500/mês,R$ 687,,,"Avenida Affonso José Aiello, 10115 - Vila Aviação, Bauru - SP","O apartamento no bairro Vila Aviação possui 134 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros
Possui área de fitness, espaço gourmet, jardim, parquinho com diferentes brinquedos, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.",69,"['134m²', '3 quartos', '4 banheiros\n3 suítes', '2 vagas', 'Quadra de squash', 'Playground', 'Quadra de tênis', 'Spa', 'Lavanderia']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-134m2-aluguel-RS4500-id-2521716718/
R$ 1.100/mês,R$ 250,,,"Vila Altinópolis, Bauru - SP",,0,"['37m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-altinopolis-bairros-bauru-com-garagem-37m2-aluguel-RS1100-id-2523053352/
R$ 6.000/mês,Não informado,,,"Residencial Villa Lobos, Bauru - SP","Linda Casa, localizada dentro do Condomínio Vila Lobos, uns dos mais lindos e requisitados de Bauru, casa térrea, ampla, com espaço de lazer contendo piscina e are gourmet totalmente coberta, escritório, e uma sala de tc, podendo ser opção de uma suíte extra, pois também possuí um banheiro, corredor com excelente circulação, pé direito alto, e acabamento moderno, imóvel climatizado, pronto pra morar, aproveite a oportunidade, e agende uma visita!",70,"['400m²', '3 quartos', '6 banheiros\n3 suítes', '3 vagas', 'Lavanderia', 'Interfone', 'Garagem', 'Piscina', 'Churrasqueira']",https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-residencial-villa-lobos-bairros-bauru-com-garagem-400m2-aluguel-RS6000-id-2509729993/
R$ 2.800/mês,R$ 540,,,"Vila Aviação, Bauru - SP","LINDO, MODERNO E ACONCHEGANTE APARTAMENTO NO RESIDENCIAL VIVAZ

Acabamento diferenciado
02 dormitórios (suítes)
Repleto em armários
Sistema a gás
Sacada Gourmet
Sol da Manhã

O Vivaz é um novo conceito em diversão e bem-estar em Bauru, algo completamente diferente do que a cidade já conheceu. Os espaços de lazer são integrados, com apartamentos muito bem planejados, plantas inteligentes e todo conforto que sua família merece.

Vamos conhecer?",59,"['96m²', '2 quartos', '3 banheiros\n2 suítes', '2 vagas', 'Quadra de squash', 'Playground', 'Quadra de tênis', 'Sala de massagem', 'Spa']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-aviacao-bairros-bauru-com-garagem-96m2-aluguel-RS2800-id-2519537098/
R$ 800/mês,R$ 383,,,"Jardim Brasil, Bauru - SP",,0,"['66m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-brasil-bairros-bauru-com-garagem-66m2-aluguel-RS800-id-2521597198/
R$ 3.300/mês,R$ 900,,,"Vila Santo Antonio, Bauru - SP","Cobertura 3 suites 155m2:

Cobertura no Lumina Home Bauru, localizado na esquina da Av. das Nações Unidas com a R. Rodrigo Romeiro, ao lado do Lumina Office.

Apto - 155m2 de área privativa e 288m2 de área total. com modulados

3 Suítes, sala ampla de 2 ambientes , lavabo, varanda com churrasqueira e terraço e 3 vagas na garagem.

O prédio contem: 2 piscinas adulto e 1 piscina infantil, academia, sauna, salão de festas / gourmet, churrasqueira, brinquedoteca, sala de jogos, salão de festas infantil.

Próximo a mercado 24 horas, farmácia, restaurantes, parque Vitória Régia e campos Bauru da USP.

3.300,00 mais condomínio",97,"['155m²', '3 quartos', '4 banheiros\n3 suítes', '3 vagas', 'Escritório', 'Salão de jogos', 'Garagem', 'Espaço gourmet', 'Piscina']",https://www.vivareal.com.br/imovel/cobertura-3-quartos-vila-santo-antonio-bairros-bauru-com-garagem-155m2-aluguel-RS3300-id-2524392777/
R$ 1.500/mês,Não informado,,,"Residencial Jardim Jussara, Bauru - SP","Linda residência com 3 dormitórios sendo 1 suíte, wc social (box em blindex e gabinete) , sala, cozinha, área de serviço coberta, garagem coberta para 2 carros e portão eletrônico!
Fácil acesso ao centro / bairros, próximo a lojas de conveniências, posto de combustível, farmácias, padarias, supermercados, ponto de ônibus, escolas!
Agende sua visita!",52,"['10m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Churrasqueira', 'Garagem', 'Cozinha', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-residencial-jardim-jussara-bairros-bauru-com-garagem-10m2-aluguel-RS1500-id-2524367789/
R$ 850/mês,Não informado,,,"Vila Nova Santa Luzia, Bauru - SP",,0,"['200m²', '2 quartos', '1 banheiro', '4 vagas']",https://www.vivareal.com.br/imovel/casa-2-quartos-vila-nova-santa-luzia-bairros-bauru-com-garagem-200m2-aluguel-RS850-id-2524995921/
